age,educ,black,hisp,married,nodegr,re74,re75,re78,u74,u75,treat
50,11,0,0,1,1,23236.90039,21958.31055,20732.5,0,0,0
34,12,0,0,1,0,15644.75,7003.742188,19844.39063,0,0,0
29,18,0,0,1,0,0,0,0,1,1,0
29,16,0,1,1,0,23542.55078,21245.75977,25564.66992,0,0,0
30,12,0,0,1,0,21861.5,22303.83984,22434.83984,0,0,0
30,12,0,0,1,0,15973.90039,15604.4502,25564.66992,0,0,0
22,7,0,0,0,1,12294.40039,15149.70996,4781.922852,0,0,0
22,0,0,0,0,1,0,0,0,1,1,0
53,12,0,0,1,0,21694.96094,20678.23047,25275.03906,0,0,0
51,6,1,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
24,12,0,0,1,0,21663.60938,24140.71094,25564.66992,0,0,0
44,12,0,0,0,0,25862.32031,21174.15039,25564.66992,0,0,0
47,12,0,0,1,0,25862.32031,22284.15039,25013.48047,0,0,0
42,11,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
29,18,0,0,1,0,0,0,0,1,1,0
30,14,0,0,1,0,25862.32031,18182.51953,2588.977051,0,0,0
39,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
26,17,0,0,0,0,15280.32031,15181.94043,17595.28906,0,0,0
33,12,0,0,1,0,23229.07031,22830.18945,25564.66992,0,0,0
31,12,0,0,1,0,0,0,0,1,1,0
38,16,0,0,1,0,25862.32031,23299.25977,25564.66992,0,0,0
42,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
28,9,0,0,1,1,25168.74023,24872.94922,25564.66992,0,0,0
36,10,1,0,1,1,8450.318359,18103.74023,23767.75,0,0,0
30,14,1,0,1,0,0,0,329.5329895,1,1,0
42,9,1,0,0,1,7666.61084,3231.531982,0,0,0,0
33,16,0,0,1,0,25862.32031,20586.91992,25564.66992,0,0,0
33,16,0,0,1,0,24155.80078,25243.55078,25564.66992,0,0,0
49,10,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
53,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
30,16,0,0,1,0,16201.17969,16134.38965,16330.36035,0,0,0
32,13,1,0,1,0,25276.5,25243.55078,25551.36914,0,0,0
38,12,0,0,1,0,25862.32031,14945.61035,25564.66992,0,0,0
53,12,0,0,1,0,25862.32031,4380.918945,25564.66992,0,0,0
21,12,0,0,0,0,10088.25977,12363.96973,15560.45996,0,0,0
33,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
17,11,0,0,0,1,2662.644043,2973.726074,0,0,0,0
53,6,0,1,1,1,13789.32031,12226.11035,13549.26953,0,0,0
31,16,1,0,0,0,12112.19043,16544.36914,25564.66992,0,0,0
25,18,0,1,0,0,8887.234375,18098.36914,11521.83008,0,0,0
45,16,0,0,1,0,7837.066895,4427.467773,19235.57031,0,0,0
51,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
28,16,0,1,0,0,16150.24023,16968.67969,23339.21094,0,0,0
28,16,0,1,0,0,25862.32031,25243.55078,25564.66992,0,0,0
28,17,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
52,5,0,0,1,1,9717.962891,0,3259.86499,0,1,0
36,16,0,0,0,0,25862.32031,5195.516113,4606.074219,0,0,0
27,13,0,0,1,0,14845.36035,20624.51953,685.6651001,0,0,0
37,13,0,0,1,0,25860.35938,22234.01953,25564.66992,0,0,0
51,11,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
51,12,0,0,1,0,15734.87012,25243.55078,25564.66992,0,0,0
32,12,0,0,1,0,21900.67969,25243.55078,25564.66992,0,0,0
36,14,0,0,1,0,25862.32031,25016.17969,22507.25,0,0,0
32,12,0,0,0,0,18407.31055,17788.65039,20089.68945,0,0,0
35,17,0,0,1,0,21812.51953,20937.82031,3750.469971,0,0,0
49,17,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
47,8,0,0,1,1,17225.86914,24493.40039,24531.74023,0,0,0
32,9,0,0,1,1,15466.4502,14036.12988,14280.75,0,0,0
21,9,0,0,1,1,6741.836914,3405.194092,4365.204102,0,0,0
44,14,0,0,1,0,0,0,0,1,1,0
20,12,0,0,1,0,23309.40039,22456.01953,25564.66992,0,0,0
21,14,0,0,0,0,5213.608887,213.0484009,5560.685059,0,0,0
33,14,0,0,1,0,14518.16992,25243.55078,25564.66992,0,0,0
28,13,0,0,1,0,25862.32031,21369.28906,19655.24023,0,0,0
54,8,0,0,1,1,20486.08984,14136.38965,23899.26953,0,0,0
35,16,0,0,1,0,436.9165039,2329.209961,25564.66992,0,0,0
26,16,1,0,1,0,18955.91016,17913.9707,21427.03906,0,0,0
28,12,0,0,1,0,23311.35938,21000.48047,0,0,0,0
26,12,0,0,1,0,6567.461914,13833.82031,19949.31055,0,0,0
50,12,0,0,1,0,14093.00977,9703.547852,20199.03906,0,0,0
28,12,0,0,1,0,19191.01953,20977.21094,25564.66992,0,0,0
37,10,0,0,0,1,25862.32031,25243.55078,25564.66992,0,0,0
16,9,0,0,0,1,0,0,1384.630005,1,1,0
45,8,0,0,1,1,14719.96973,14632.30957,15239.79004,0,0,0
50,10,0,0,1,1,11837.88965,11511.76953,23614.07031,0,0,0
34,8,0,0,1,1,13015.41016,12935.08008,25564.66992,0,0,0
47,8,0,0,1,1,20633.03906,22678.01953,25564.66992,0,0,0
41,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
46,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
24,16,0,0,1,0,12766.58008,25128.9707,25564.66992,0,0,0
28,12,0,0,1,0,13609.07031,11134.01953,65.01997375,0,0,0
32,16,0,0,0,0,23767.86914,25064.51953,24081.0293,0,0,0
41,12,0,0,1,0,6063.931152,22552.68945,14149.23047,0,0,0
26,16,0,0,1,0,14998.19043,20919.91992,18996.17969,0,0,0
28,14,0,0,1,0,15296,14220.53027,12771.99023,0,0,0
48,10,0,0,1,1,8113.324219,1648.886963,3738.647949,0,0,0
22,14,0,0,1,0,6326.473145,10790.26953,15786.5498,0,0,0
53,12,0,0,1,0,25862.32031,25243.55078,0,0,0,0
37,12,0,0,1,0,21508.83008,18957.73047,19470.5293,0,0,0
35,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
35,11,0,0,1,1,19594.63086,17738.51953,17796.25977,0,0,0
32,13,0,0,0,0,25862.32031,25241.75977,25564.66992,0,0,0
46,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
49,6,0,0,1,1,0,0,0,1,1,0
28,8,0,0,1,1,0,0,0,1,1,0
40,9,0,0,1,1,24173.42969,25243.55078,25564.66992,0,0,0
42,18,1,0,1,0,25862.32031,25243.55078,22730.39063,0,0,0
36,12,0,0,1,0,12355.13965,9673.113281,0,0,0,0
25,16,0,0,1,0,4629.74707,21333.48047,25564.66992,0,0,0
38,12,0,0,1,0,0,0,0,1,1,0
28,16,0,0,1,0,22390.5,19140.33984,19316.83984,0,0,0
35,18,0,1,1,0,25862.32031,25243.55078,25564.66992,0,0,0
19,12,0,0,1,0,1118.740967,655.2581177,25419.84961,0,0,0
42,12,0,0,1,0,18323.06055,17896.06055,21628.00977,0,0,0
19,9,0,0,0,1,6980.868164,11168.03027,10484.46973,0,0,0
47,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
20,10,0,0,1,1,4919.719238,13235.84961,8003.367188,0,0,0
48,14,0,0,1,0,23266.28906,23150.66016,4586.862793,0,0,0
54,8,0,0,1,1,15303.83008,12990.58008,13018.76953,0,0,0
17,10,0,0,0,1,3636.398926,6223.161133,9828.359375,0,0,0
21,12,0,0,1,0,9612.163086,12777.53027,16865.28906,0,0,0
49,4,0,0,1,1,9206.594727,13948.40039,20462.08008,0,0,0
40,12,0,0,1,0,8397.417969,14494.4502,13024.67969,0,0,0
18,12,0,0,0,0,1451.817017,11893.11035,21437.38086,0,0,0
18,9,0,0,0,1,1206.907959,1994.418945,10360.33984,0,0,0
41,12,0,0,1,0,125.3930969,0,0,0,1,0
24,12,0,0,1,0,0,0,0,1,1,0
53,7,0,0,1,1,7364.883789,9597.918945,257.1243896,0,0,0
30,13,0,0,0,0,25613.49023,25243.55078,24428.30078,0,0,0
34,12,0,0,0,0,15019.74023,20986.16016,25564.66992,0,0,0
45,16,0,0,1,0,0,0,0,1,1,0
51,15,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
37,16,0,0,1,0,9330.029297,0,12508.95996,0,1,0
32,14,0,0,0,0,23560.17969,23757.58008,23789.91992,0,0,0
41,10,0,0,1,1,25862.32031,24602.60938,0,0,0,0
23,12,0,0,1,0,25631.13086,25243.55078,25564.66992,0,0,0
29,13,0,0,1,0,0,0,0,1,1,0
23,12,0,0,1,0,16334.41016,15937.4502,25564.66992,0,0,0
38,16,0,0,0,0,25862.32031,15087.0498,22878.16016,0,0,0
26,18,0,0,1,0,4181.075195,25243.55078,25564.66992,0,0,0
23,15,0,0,0,0,12558.90039,12913.59961,8189.561035,0,0,0
32,16,0,0,1,0,0,0,0,1,1,0
55,14,0,0,1,0,25862.32031,25243.55078,3151.990967,0,0,0
46,16,0,0,1,0,869.9144897,25243.55078,25564.66992,0,0,0
33,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
26,16,0,0,1,0,4235.935059,0,0,0,1,0
27,12,1,0,1,0,3277.853027,1482.386963,2389.483887,0,0,0
32,12,1,0,1,0,25862.32031,23685.9707,25564.66992,0,0,0
31,12,0,0,1,0,10358.63965,11694.38965,15505.78027,0,0,0
24,12,0,0,1,0,15182.36035,25243.55078,25564.66992,0,0,0
55,8,0,0,1,1,11175.66016,10487.70996,9349.576172,0,0,0
18,12,0,0,0,0,0,0,0,1,1,0
29,12,0,0,0,0,1516.473022,6627.773926,5848.841797,0,0,0
26,12,0,0,0,0,10693.67969,12718.4502,8931.378906,0,0,0
22,12,0,0,0,0,13556.16992,12568.05957,13407.41016,0,0,0
32,16,0,0,1,0,9373.131836,8405.56543,22303.33008,0,0,0
25,12,0,0,1,0,19810.15039,22207.16016,2212.156982,0,0,0
40,9,0,0,0,1,3949.88208,0,4220.387207,0,1,0
16,7,0,0,0,1,658.3135986,479.806488,6210.884766,0,0,0
47,9,1,0,0,1,10025.57031,10450.11035,11560.25,0,0,0
20,14,1,0,0,0,4872.696777,4144.597168,15579.66992,0,0,0
33,13,0,0,1,0,18513.10938,17038.5,20419.23047,0,0,0
40,12,0,0,1,0,11706.62012,25243.55078,11638.57031,0,0,0
16,8,0,0,0,1,0,0,9667.287109,1,1,0
30,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
21,12,1,0,0,0,12398.24023,13567.05957,22529.41992,0,0,0
18,8,1,0,0,1,0,320.4677124,598.4793091,1,0,0
46,11,0,0,0,1,19961.00977,23159.60938,21595.5,0,0,0
52,12,0,0,1,0,15672.17969,17262.28906,18356.32031,0,0,0
20,11,0,1,0,1,5462.436035,5172.242188,4594.251953,0,0,0
26,12,1,0,0,0,12200.34961,10869.0498,11411,0,0,0
21,12,1,0,0,0,8714.819336,6957.193848,14645.75,0,0,0
30,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
35,18,0,0,0,0,18877.53906,19774.10938,21186.16992,0,0,0
48,7,0,0,1,1,23636.58984,23190.05078,25564.66992,0,0,0
19,12,0,0,0,0,7494.195801,11176.98047,14792.04004,0,0,0
20,12,0,0,1,0,15787.76953,24056.56055,25564.66992,0,0,0
53,11,0,0,1,1,14784.62988,17503.98047,9476.661133,0,0,0
41,9,0,1,1,1,11107.08008,12507.19043,25564.66992,0,0,0
38,8,0,1,1,1,1052.125977,4148.176758,23231.33984,0,0,0
42,5,0,1,1,1,6393.087891,10525.30957,11526.26953,0,0,0
19,8,0,1,0,1,2823.302979,3227.951904,338.3994141,0,0,0
16,8,0,1,0,1,0,843.2418823,2269.788086,1,0,0
28,11,0,1,1,1,18736.4707,1647.097046,22041.76953,0,0,0
44,1,0,1,1,1,9482.850586,2629.983887,619.1674194,0,0,0
52,0,0,1,1,1,773.9104004,2506.451904,0,0,0,0
30,16,0,0,1,0,13119.25,16035.91992,17584.94922,0,0,0
23,16,0,0,0,0,1969.062988,8473.59668,11044.53027,0,0,0
53,12,0,0,1,0,25862.32031,25243.55078,23646.58008,0,0,0
55,7,0,0,1,1,13262.28027,12963.73047,12302.07031,0,0,0
41,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
41,12,0,0,1,0,18765.85938,18952.34961,11121.37012,0,0,0
34,14,0,0,1,0,8513.013672,20388.18945,25564.66992,0,0,0
26,10,0,0,1,1,20060.92969,25243.55078,25564.66992,0,0,0
21,12,0,0,1,0,6624.280762,14524.88965,25564.66992,0,0,0
25,12,0,0,1,0,13765.80957,21134.75977,25564.66992,0,0,0
26,12,0,0,1,0,0,0,0,1,1,0
36,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
23,8,0,0,1,1,17995.86914,25243.55078,18750.86914,0,0,0
31,12,0,0,0,0,0,0,0,1,1,0
33,17,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
52,1,1,0,1,1,13918.62988,14922.33984,2355.496094,0,0,0
25,14,0,0,1,0,4996.129883,3913.64502,4180.487793,0,0,0
35,10,0,0,1,1,4964.782227,1086.725952,1745.194946,0,0,0
19,13,0,0,1,0,0,6126.483887,11780.44043,1,0,0
24,13,0,0,1,0,14974.67969,13993.16016,3324.88501,0,0,0
54,12,0,0,1,0,0,0,0,1,1,0
31,12,0,0,1,0,2411.856934,1258.597046,1513.192017,0,0,0
44,14,0,0,1,0,0,0,0,1,1,0
48,6,0,0,0,1,4406.391113,4388.081055,6355.702148,0,0,0
40,10,0,0,1,1,20017.83008,20339.84961,22205.80078,0,0,0
18,11,0,0,0,1,769.9918823,4355.85498,10202.21973,0,0,0
16,9,0,0,0,1,0,0,8968.323242,1,1,0
44,11,1,0,1,1,14618.08984,18282.76953,14925.04004,0,0,0
29,12,0,0,1,0,7731.26709,20096.36914,20271.44922,0,0,0
29,12,0,0,0,0,21203.18945,20726.56055,25564.66992,0,0,0
55,8,0,0,0,1,25862.32031,23369.08008,25564.66992,0,0,0
37,8,0,0,1,1,14631.7998,14874,19387.76953,0,0,0
32,15,0,0,1,0,22966.5293,24731.51953,25564.66992,0,0,0
41,8,0,0,1,1,15732.91016,12419.46973,14828.99023,0,0,0
28,12,0,0,1,0,15215.66992,15153.29004,16207.70996,0,0,0
22,12,0,0,1,0,7478.520996,6271.5,14750.66992,0,0,0
29,12,0,1,1,0,20586.01953,19829.60938,21942.75977,0,0,0
29,12,0,0,1,0,1681.051025,6015.483887,121.1735992,0,0,0
44,7,0,0,1,1,18291.71094,16979.41992,21713.71094,0,0,0
53,14,0,0,1,0,0,16139.75977,0,1,0,0
31,17,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
31,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
35,15,0,0,1,0,3642.2771,0,2874.177979,0,1,0
34,14,0,0,0,0,0,0,0,1,1,0
40,18,0,0,0,0,22664.80078,14736.15039,12472.00977,0,0,0
30,12,0,0,1,0,0,0,24502.17969,1,1,0
52,6,0,1,0,1,16594.99023,17990.94922,16951,0,0,0
51,7,0,0,1,1,3136.785889,0,25564.66992,0,1,0
22,8,0,0,1,1,6012.990234,3063.241943,4928.217773,0,0,0
31,11,0,0,1,1,9412.318359,6745.935059,18836.58008,0,0,0
54,16,0,0,1,0,3364.061035,0,0,0,1,0
29,18,0,0,0,0,0,0,18484.88086,1,1,0
53,2,1,0,1,1,6250.061035,775.2097168,0,0,0,0
31,5,0,0,1,1,19627.92969,18665.90039,3125.39209,0,0,0
48,11,0,0,1,1,6246.143066,10580.80957,11648.91992,0,0,0
31,12,0,0,1,0,15966.07031,6087.097168,7694.521973,0,0,0
37,11,0,1,0,1,615.2097778,4713.918945,0,0,0,0
31,4,0,1,0,1,0,0,1161.493042,1,1,0
29,10,0,1,0,1,3732.403076,1323.047974,6694.101074,0,0,0
26,9,0,1,0,1,1563.494995,0,2862.355957,0,1,0
19,12,0,1,0,0,0,0,18573.55078,1,1,0
37,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
24,15,0,0,0,0,14141.99023,15545.37012,0,0,0,0
23,16,0,0,0,0,5764.163086,3417.726074,11641.53027,0,0,0
21,13,0,0,0,0,1058.004028,3229.741943,4461.256836,0,0,0
21,16,0,0,0,0,14655.32031,16490.66016,8287.09082,0,0,0
50,12,0,0,0,0,16003.29004,17045.66016,20172.44922,0,0,0
20,14,0,0,0,0,8148.59082,15516.73047,13624.63965,0,0,0
52,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
26,12,0,0,1,0,10540.86035,10312.25977,12293.20996,0,0,0
55,9,0,0,1,1,19138.11914,20309.41992,20936.42969,0,0,0
35,10,0,0,1,1,8420.928711,11458.05957,15956.49023,0,0,0
28,12,0,0,1,0,19032.32031,18818.08008,21063.50977,0,0,0
34,12,0,0,1,0,10152.91992,13119.48047,15674.25,0,0,0
28,12,0,0,1,0,22517.84961,20912.75977,25564.66992,0,0,0
33,10,0,0,0,1,0,599.7581177,8789.517578,1,0,0
38,14,0,0,1,0,25778.07031,24677.81055,25564.66992,0,0,0
24,12,0,0,0,0,8452.277344,8072.564941,7416.709961,0,0,0
39,12,0,0,1,0,18977.46094,18261.28906,20581.7793,0,0,0
26,9,0,0,0,1,4106.623047,472.6452026,8168.873047,0,0,0
21,12,0,0,0,0,9665.063477,4110.581055,1687.563965,0,0,0
24,12,0,0,1,0,11116.87988,802.0645142,14839.33008,0,0,0
22,8,0,0,0,1,2251.197998,5199.097168,4362.249023,0,0,0
19,12,1,0,0,0,1007.062988,3197.516113,13481.2998,0,0,0
23,12,0,0,1,0,13548.33008,13065.76953,13268.50977,0,0,0
24,10,0,0,1,1,6575.298828,18712.44922,2410.172119,0,0,0
29,16,0,0,1,0,5002.007813,2834.081055,0,0,0,0
30,11,1,0,1,1,0,3270.918945,0,1,0,0
54,7,1,0,1,1,8034.953125,15770.9502,0,0,0,0
24,12,0,0,1,0,25329.40039,25243.55078,24038.17969,0,0,0
35,14,0,0,1,0,12504.04004,14353.01953,17611.55078,0,0,0
29,12,0,0,1,0,19800.34961,21584.13086,7582.214844,0,0,0
22,12,0,0,0,0,5634.851074,5517.773926,15199.90039,0,0,0
22,12,1,0,0,0,3403.246094,196.9355011,7028.067871,0,0,0
34,5,0,0,1,1,13019.33008,13160.66016,7647.234863,0,0,0
41,6,0,0,1,1,17586.38086,15846.15039,16201.79004,0,0,0
27,12,0,0,0,0,17059.33984,17226.48047,17985.41016,0,0,0
41,12,1,0,0,0,13323.00977,13158.87012,13132.55957,0,0,0
21,12,0,0,1,0,9451.50293,4380.918945,5322.770996,0,0,0
17,10,0,0,0,1,0,182.6128998,6423.676758,1,0,0
43,12,0,0,1,0,14665.11035,16240.01953,12133.61035,0,0,0
23,14,0,0,0,0,1103.067017,1786.741943,8626.967773,0,0,0
32,16,0,0,1,0,19575.0293,21102.5293,21041.34961,0,0,0
41,13,0,0,0,0,1022.737,5931.338867,0,0,0,0
29,12,0,0,1,0,18281.91992,17656.16016,19559.18945,0,0,0
38,12,0,0,1,0,25358.78906,25243.55078,18997.65039,0,0,0
46,6,0,0,1,1,16334.41016,9716.081055,12503.04004,0,0,0
18,10,0,0,0,1,1291.156982,1693.64502,12596.13965,0,0,0
20,9,0,0,1,1,7360.964844,5530.306152,17264.2793,0,0,0
53,6,0,0,1,1,5636.811035,7535.467773,6326.146973,0,0,0
16,8,0,0,0,1,0,0,0,1,1,0
29,16,0,0,0,0,14145.91016,13463.23047,25564.66992,0,0,0
50,8,0,0,1,1,21542.14063,19638.05078,17302.69922,0,0,0
40,3,0,0,1,1,0,0,0,1,1,0
45,12,0,0,1,0,25401.89063,19614.76953,21995.96094,0,0,0
35,6,0,0,1,1,9002.831055,3258.386963,4285.407227,0,0,0
24,10,0,0,1,1,3669.707031,3813.386963,13858.12012,0,0,0
44,8,0,0,1,1,18742.34961,22525.83984,23040.71094,0,0,0
33,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
32,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
30,16,0,0,1,0,13746.21973,15873,25564.66992,0,0,0
30,12,0,0,1,0,11303.00977,4456.112793,3153.468994,0,0,0
31,18,0,0,1,0,0,3560.951904,15392,1,0,0
19,11,0,0,0,1,9081.202148,9943.452148,0,0,0,0
25,12,0,0,1,0,5049.030762,9250.59668,25564.66992,0,0,0
33,10,1,0,1,1,21069.96094,20973.63086,22182.15039,0,0,0
25,12,0,1,0,0,15331.25977,17077.89063,13518.24023,0,0,0
45,8,0,0,1,1,23540.58984,21197.41992,4017.938965,0,0,0
30,12,0,0,1,0,22461.0293,21630.67969,13104.48047,0,0,0
20,11,0,0,0,1,16185.5,13776.53027,15068.37988,0,0,0
16,9,0,0,0,1,0,293.612915,1799.870972,1,0,0
24,5,0,0,1,1,10918.99023,11975.46973,18942.98047,0,0,0
24,11,1,0,1,1,2997.677979,7956.193848,16528.36914,0,0,0
30,7,0,0,0,1,15280.32031,16832.60938,25564.66992,0,0,0
21,14,0,0,0,0,107.759697,293.612915,7698.955078,0,0,0
25,15,0,0,0,0,10644.7002,11089.25977,1492.504028,0,0,0
35,15,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
21,14,0,0,1,0,14962.91992,25243.55078,25564.66992,0,0,0
51,13,0,0,1,0,14569.11035,20171.56055,21664.94922,0,0,0
19,12,1,0,0,0,3285.689941,8436,7693.044922,0,0,0
37,12,1,0,1,0,20586.01953,22901.81055,25564.66992,0,0,0
44,12,1,0,1,0,13434.69043,12100.79004,14520.13965,0,0,0
44,12,0,0,1,0,23487.68945,22561.65039,25564.66992,0,0,0
19,12,0,0,0,0,1175.560059,0,10562.79004,0,1,0
33,12,0,0,1,0,17876.34961,19652.36914,66.49770355,0,0,0
31,12,0,0,1,0,11585.13965,7109.371094,6110.398926,0,0,0
34,12,0,0,1,0,23417.16016,22563.43945,25564.66992,0,0,0
37,12,0,0,1,0,20143.2207,20377.44922,23911.08984,0,0,0
48,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
41,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
29,17,0,0,1,0,19557.40039,21317.36914,25564.66992,0,0,0
37,15,0,0,0,0,6283.369141,1199.515991,0,0,0,0
42,12,0,0,1,0,20907.33984,16617.76953,20598.0293,0,0,0
18,12,0,0,0,0,4167.359863,9180.774414,13617.25,0,0,0
26,12,0,0,0,0,0,0,0,1,1,0
20,11,0,0,1,1,12368.84961,21709.44922,23689.42969,0,0,0
35,7,0,0,1,1,5983.601074,5992.209961,8795.428711,0,0,0
26,16,0,0,0,0,3669.707031,4373.757813,0,0,0,0
25,16,0,0,1,0,10004.01953,7934.709961,22962.39063,0,0,0
31,18,0,0,1,0,16007.20996,17179.93945,0,0,0,0
50,11,0,0,0,1,3283.730957,0,0,0,1,0
49,12,0,0,1,0,20944.56055,19290.73047,20001.0293,0,0,0
19,12,0,0,0,0,6865.270996,9565.694336,10902.66992,0,0,0
18,10,0,0,0,1,2864.447998,1858.35498,11477.5,0,0,0
54,5,1,0,1,1,0,0,701.920105,1,1,0
16,10,1,0,0,1,313.4826965,811.0161133,0,0,0,0
47,6,0,0,1,1,25862.32031,25243.55078,0,0,0,0
29,14,0,0,0,0,13505.23047,6400.402832,8798.383789,0,0,0
30,12,0,0,1,0,14110.63965,15314.41992,14763.96973,0,0,0
35,12,0,0,1,0,23571.93945,20841.15039,24618.91992,0,0,0
22,10,0,0,1,1,14253.66992,13162.4502,18122.83984,0,0,0
25,12,1,0,1,0,4347.612793,205.8871002,20305.43945,0,0,0
24,10,0,0,1,1,4778.651855,3902.903076,5987.748047,0,0,0
48,11,0,0,1,1,14896.30957,11470.59961,19451.31055,0,0,0
30,5,0,1,1,1,16930.01953,11361.38965,16207.70996,0,0,0
45,5,1,0,1,1,13060.46973,14648.41992,17219.94922,0,0,0
25,9,0,1,0,1,5460.477051,10589.75977,7539.36084,0,0,0
32,12,0,0,1,0,25862.32031,8811.967773,20881.75,0,0,0
37,13,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
39,14,0,0,1,0,20825.05078,16716.24023,18502.60938,0,0,0
24,11,1,0,0,1,9026.341797,0,3437.191895,0,1,0
18,11,1,0,0,1,2821.343994,136.0644989,4737.59082,0,0,0
32,16,0,0,1,0,7690.12207,8235.484375,4436.134766,0,0,0
25,15,0,0,1,0,9277.12793,9001.742188,25564.66992,0,0,0
50,10,0,0,1,1,0,0,0,1,1,0
27,14,0,0,1,0,15194.11035,16542.58008,19418.80078,0,0,0
29,9,0,0,1,1,25862.32031,25243.55078,24577.55078,0,0,0
48,6,0,0,1,1,5015.723145,7084.306152,13850.73047,0,0,0
53,8,0,0,1,1,0,0,0,1,1,0
33,2,1,0,1,1,0,0,1324.042969,1,1,0
22,0,0,0,0,1,16873.21094,9236.274414,16216.57031,0,0,0
48,12,0,0,1,0,23638.55078,25243.55078,24375.09961,0,0,0
23,15,0,0,0,0,5811.185059,9506.613281,14481.71973,0,0,0
54,12,0,0,0,0,11267.74023,13337.90039,10341.12988,0,0,0
20,12,1,0,0,0,0,0,11594.24023,1,1,0
25,12,1,0,1,0,14187.0498,8702.757813,11103.63965,0,0,0
54,2,1,0,1,1,10558.49023,11239.65039,6227.140137,0,0,0
51,0,1,0,1,1,0,0,0,1,1,0
39,16,1,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
26,16,0,0,0,0,16773.2793,18141.33984,25564.66992,0,0,0
29,12,0,0,0,0,0,0,12426.2002,1,1,0
27,7,0,0,0,1,5864.085938,3689.85498,12149.87012,0,0,0
41,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
38,11,0,0,1,1,10799.48047,6792.483887,5172.042969,0,0,0
40,12,0,0,1,0,24808.24023,25243.55078,25564.66992,0,0,0
27,12,0,0,1,0,15331.25977,7345.693848,18405.08008,0,0,0
41,13,0,0,1,0,13597.30957,13031.75977,12922.71973,0,0,0
16,10,0,0,0,1,0,0,19882.81055,1,1,0
37,14,1,0,0,0,20160.85938,19475.13086,19257.73047,0,0,0
27,12,1,0,1,0,11743.84961,12367.5498,13179.83984,0,0,0
31,16,0,0,1,0,17267.01953,25243.55078,13617.25,0,0,0
38,12,0,0,1,0,21064.08008,20499.18945,25198.18945,0,0,0
52,11,1,0,1,1,14851.24023,13466.80957,14755.09961,0,0,0
27,16,0,0,0,0,18916.7207,15989.37012,25518.85938,0,0,0
42,15,0,1,1,0,25470.4707,14320.79004,7375.333008,0,0,0
28,16,0,0,1,0,24667.16992,25243.55078,25564.66992,0,0,0
49,9,0,0,1,1,17513.89063,22599.24023,19390.73047,0,0,0
22,14,0,0,1,0,10721.11035,12091.83984,19294.67969,0,0,0
26,13,0,0,0,0,1659.499023,12668.32031,16398.33008,0,0,0
35,12,0,0,0,0,17472.74023,3319.258057,8145.229004,0,0,0
37,8,0,0,1,1,25862.32031,24543.5293,5318.337891,0,0,0
20,11,0,0,0,1,1394.998047,1804.64502,10391.37012,0,0,0
42,9,0,0,1,1,13791.28027,13137.38965,15983.08984,0,0,0
17,9,0,0,0,1,1146.171021,4520.564941,11904.57031,0,0,0
39,8,0,0,1,1,10676.04004,9381.290039,12913.84961,0,0,0
42,12,0,0,1,0,14700.37988,13375.5,19248.86914,0,0,0
30,12,0,0,1,0,2911.469971,6540.047852,8075.775879,0,0,0
34,11,0,0,1,1,0,9680.274414,14093.08008,1,0,0
47,8,0,0,1,1,11706.62012,13293.15039,12384.83008,0,0,0
